Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,Unnamed: 9
DWAS,Invesco DWA SmallCap Momentum ETF,49.28,216832000.0,,,,,https://old.nasdaq.com/symbol/dwas,
DWIN,Invesco DWA Tactical Multi-Asset Income ETF,25.4868,42053245.4868,,,,,https://old.nasdaq.com/symbol/dwin,
DWTR,Invesco DWA Tactical Sector Rotation ETF,31.6343,66432061.6343,,,,,https://old.nasdaq.com/symbol/dwtr,
PTF,Invesco DWA Technology Momentum ETF,70.8,205320000.0,,,,,https://old.nasdaq.com/symbol/ptf,
PUI,Invesco DWA Utilities Momentum ETF,34.6,285450000.0,,,,,https://old.nasdaq.com/symbol/pui,
IDLB,Invesco FTSE International Low Beta Equal Weight ETF,27.61,57981027.61,,,,,https://old.nasdaq.com/symbol/idlb,
PRFZ,Invesco FTSE RAFI US 1500 Small-Mid ETF,126.15,1936402500.0,,,,,https://old.nasdaq.com/symbol/prfz,
PIO,Invesco Global Water ETF,27.9382,188582850.0,,,,,https://old.nasdaq.com/symbol/pio,
PGJ,Invesco Golden Dragon China ETF,36.6298,175823040.0,,,,,https://old.nasdaq.com/symbol/pgj,
PEY,Invesco High Yield Equity Dividend Achievers ETF,17.98,875626000.0,,,,,https://old.nasdaq.com/symbol/pey,
IPKW,Invesco International BuyBack Achievers ETF,31.44,141467958.48,,,,,https://old.nasdaq.com/symbol/ipkw,
PID,Invesco International Dividend Achievers ETF,15.91,711177000.0,,,,,https://old.nasdaq.com/symbol/pid,
KBWB,Invesco KBW Bank ETF,50.76,515214000.0,,,,,https://old.nasdaq.com/symbol/kbwb,
KBWD,Invesco KBW High Dividend Yield Financial ETF,20.71,277514000.0,,,,,https://old.nasdaq.com/symbol/kbwd,
KBWY,Invesco KBW Premium Yield Equity REIT ETF,30.38,322028000.0,,,,,https://old.nasdaq.com/symbol/kbwy,
KBWP,Invesco KBW Property & Casualty Insurance ETF,71.98,115168000.0,,,,,https://old.nasdaq.com/symbol/kbwp,
KBWR,Invesco KBW Regional Banking ETF,49.2193,63985090.0,,,,,https://old.nasdaq.com/symbol/kbwr,
LDRI,Invesco LadderRite 0-5 Year Corporate Bond ETF,25.3841,10153640.0,,,,,https://old.nasdaq.com/symbol/ldri,
PNQI,Invesco Nasdaq Internet ETF,132.19,528760000.0,,,,,https://old.nasdaq.com/symbol/pnqi,
PDBC,Invesco Optimum Yield Diversified Commodity Strategy No K-1 ET,15.89,1597008560.0,,,,,https://old.nasdaq.com/symbol/pdbc,
QQQ,"Invesco QQQ Trust, Series 1",191.11,74819565000.0,,,,,https://old.nasdaq.com/symbol/qqq,
ISDX,Invesco RAFI Strategic Developed ex-US ETF,24.715,242207024.715,,,,,https://old.nasdaq.com/symbol/isdx,
ISDS,Invesco RAFI Strategic Developed ex-US Small Company ETF,22.86,14859022.86,,,,,https://old.nasdaq.com/symbol/isds,
ISEM,Invesco RAFI Strategic Emerging Markets ETF,24.86,26103024.86,,,,,https://old.nasdaq.com/symbol/isem,
IUS,Invesco RAFI Strategic US ETF,25.4952,119827465.4952,,,,,https://old.nasdaq.com/symbol/ius,
IUSS,Invesco RAFI Strategic US Small Company ETF,23.1,25410023.1,,,,,https://old.nasdaq.com/symbol/iuss,
USLB,Invesco Russell 1000 Low Beta Equal Weight ETF,33.36,103416033.36,,,,,https://old.nasdaq.com/symbol/uslb,
PSCD,Invesco S&P SmallCap Consumer Discretionary ETF,59.79,20926500.0,,,,,https://old.nasdaq.com/symbol/pscd,
PSCC,Invesco S&P SmallCap Consumer Staples ETF,71.9131,46743515.0,,,,,https://old.nasdaq.com/symbol/pscc,
PSCE,Invesco S&P SmallCap Energy ETF,6.71,19123500.0,,,,,https://old.nasdaq.com/symbol/psce,
PSCF,Invesco S&P SmallCap Financials ETF,53.59,120577500.0,,,,,https://old.nasdaq.com/symbol/pscf,
PSCH,Invesco S&P SmallCap Health Care ETF,112.62,439218000.0,,,,,https://old.nasdaq.com/symbol/psch,
PSCI,Invesco S&P SmallCap Industrials ETF,66.3028,56357380.0,,,,,https://old.nasdaq.com/symbol/psci,
PSCT,Invesco S&P SmallCap Information Technology ETF,86.7,307785000.0,,,,,https://old.nasdaq.com/symbol/psct,
PSCM,Invesco S&P SmallCap Materials ETF,43.6737,15285795.0,,,,,https://old.nasdaq.com/symbol/pscm,
PSCU,Invesco S&P SmallCap Utilities & Communication Services ETF,52.0921,46882890.0,,,,,https://old.nasdaq.com/symbol/pscu,
VRIG,Invesco Variable Rate Investment Grade ETF,24.885,393183024.885,,,,,https://old.nasdaq.com/symbol/vrig,
PHO,Invesco Water Resources ETF,36.09,1005106500.0,,,,,https://old.nasdaq.com/symbol/pho,
ISTR,Investar Holding Corporation,23.8,236578188.0,,2014.0,Finance,Major Banks,https://old.nasdaq.com/symbol/istr,
CMFNL,"Investcorp Credit Management BDC, Inc.",25.54,0.0,,,,,https://old.nasdaq.com/symbol/cmfnl,
ICMB,"Investcorp Credit Management BDC, Inc.",6.5,88565964.5,,2014.0,,,https://old.nasdaq.com/symbol/icmb,
ISBC,"Investors Bancorp, Inc.",11.6,3210093740.4,,,Finance,Major Banks,https://old.nasdaq.com/symbol/isbc,
ITIC,Investors Title Company,162.05,306060918.1,,,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/itic,
NVIV,InVivo Therapeutics Holdings Corp.,0.4646,4326271.572,,,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/nviv,
IONS,"Ionis Pharmaceuticals, Inc.",62.74,8814988696.52,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ions,
IOVA,"Iovance Biotherapeutics, Inc.",18.27,2262383344.62,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/iova,
IPGP,IPG Photonics Corporation,136.01,7235777835.37,,2006.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/ipgp,
CLRG,IQ Chaikin U.S. Large Cap ETF,24.56,250512000.0,,,,,https://old.nasdaq.com/symbol/clrg,
CSML,IQ Chaikin U.S. Small Cap ETF,24.73,218860500.0,,,,,https://old.nasdaq.com/symbol/csml,
IQ,"iQIYI, Inc.",16.46,4905624068.84,298033054.0,2018.0,Consumer Services,Consumer Electronics/Video Chains,https://old.nasdaq.com/symbol/iq,
IRMD,iRadimed Corporation,21.68,246490911.76,,2014.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/irmd,
IRTC,"iRhythm Technologies, Inc.",66.44,1755828018.12,,2016.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/irtc,
IRIX,IRIDEX Corporation,1.92,26415148.8,,1996.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/irix,
IRDM,Iridium Communications Inc,22.9,2995811937.8,,,Capital Goods,Telecommunications Equipment,https://old.nasdaq.com/symbol/irdm,
IRBT,iRobot Corporation,56.83,1598283339.71,,2005.0,Consumer Durables,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/irbt,
IRWD,"Ironwood Pharmaceuticals, Inc.",8.81,1378726006.94,,2010.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/irwd,
IRCP,IRSA Propiedades Comerciales S.A.,11.955,45722052.915,3824513.0,,Consumer Services,Building operators,https://old.nasdaq.com/symbol/ircp,
SLQD,iShares 0-5 Year Investment Grade Corporate Bond ETF,51.03,1913625000.0,,,,,https://old.nasdaq.com/symbol/slqd,
ISHG,iShares 1-3 Year International Treasury Bond ETF,78.26,66521000.0,,,,,https://old.nasdaq.com/symbol/ishg,
SHY,iShares 1-3 Year Treasury Bond ETF,84.77,17623683000.0,,,,,https://old.nasdaq.com/symbol/shy,
TLT,iShares 20+ Year Treasury Bond ETF,140.44,18327420000.0,,,,,https://old.nasdaq.com/symbol/tlt,
IEI,iShares 3-7 Year Treasury Bond ETF,126.57,9277581000.0,,,,,https://old.nasdaq.com/symbol/iei,
IEF,iShares 7-10 Year Treasury Bond ETF,111.9,18575400000.0,,,,,https://old.nasdaq.com/symbol/ief,
AIA,iShares Asia 50 ETF,60.11,1051925000.0,,,,,https://old.nasdaq.com/symbol/aia,
USIG,iShares Broad USD Investment Grade Corporate Bond ETF,57.9,3838770000.0,,,,,https://old.nasdaq.com/symbol/usig,
COMT,iShares Commodities Select Strategy ETF,31.74,520536000.0,,,,,https://old.nasdaq.com/symbol/comt,
ISTB,iShares Core 1-5 Year USD Bond ETF,50.44,2814552000.0,,,,,https://old.nasdaq.com/symbol/istb,
IXUS,iShares Core MSCI Total International Stock ETF,58.22,16487904000.0,,,,,https://old.nasdaq.com/symbol/ixus,
IUSG,iShares Core S&P U.S. Growth ETF,62.8,6889160000.0,,,,,https://old.nasdaq.com/symbol/iusg,
IUSV,iShares Core S&P U.S. Value ETF,57.65,6038837500.0,,,,,https://old.nasdaq.com/symbol/iusv,
IUSB,iShares Core Total USD Bond Market ETF,52.15,4010335000.0,,,,,https://old.nasdaq.com/symbol/iusb,
HEWG,iShares Currency Hedged MSCI Germany ETF,27.19,161780500.0,,,,,https://old.nasdaq.com/symbol/hewg,
SUSB,iShares ESG 1-5 Year USD Corporate Bond ETF,25.42,132184000.0,,,,,https://old.nasdaq.com/symbol/susb,
ESGD,iShares ESG MSCI EAFE ETF,64.59,1110948000.0,,,,,https://old.nasdaq.com/symbol/esgd,
ESGE,iShares ESG MSCI EM ETF,33.29,699090000.0,,,,,https://old.nasdaq.com/symbol/esge,
ESGU,iShares ESG MSCI USA ETF,65.42,1177560000.0,,,,,https://old.nasdaq.com/symbol/esgu,
SUSL,iShares ESG MSCI USA Leaders ETF,51.61,1594749000.0,,,,,https://old.nasdaq.com/symbol/susl,
SUSC,iShares ESG USD Corporate Bond ETF,26.2339,60337970.0,,,,,https://old.nasdaq.com/symbol/susc,
XT,iShares Exponential Technologies ETF,38.78,2514883000.0,,,,,https://old.nasdaq.com/symbol/xt,
FALN,iShares Fallen Angels USD Bond ETF,26.55,140715000.0,,,,,https://old.nasdaq.com/symbol/faln,
IFEU,iShares FTSE EPRA/NAREIT Europe Index Fund,38.4021,26881470.0,,,,,https://old.nasdaq.com/symbol/ifeu,
IFGL,iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund,30.0,387000000.0,,,,,https://old.nasdaq.com/symbol/ifgl,
BGRN,iShares Global Green Bond ETF,55.11,30310500.0,,,,,https://old.nasdaq.com/symbol/bgrn,
IGF,iShares Global Infrastructure ETF,46.72,3261056000.0,,,,,https://old.nasdaq.com/symbol/igf,
GNMA,iShares GNMA Bond ETF,50.17,178103500.0,,,,,https://old.nasdaq.com/symbol/gnma,
HYXE,iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF,51.52,23184000.0,,,,,https://old.nasdaq.com/symbol/hyxe,
IGIB,iShares Intermediate-Term Corporate Bond ETF,57.66,8657649000.0,,,,,https://old.nasdaq.com/symbol/igib,
IGOV,iShares International Treasury Bond ETF,50.34,916188000.0,,,,,https://old.nasdaq.com/symbol/igov,
EMB,iShares J.P. Morgan USD Emerging Markets Bond ETF,112.91,13899221000.0,,,,,https://old.nasdaq.com/symbol/emb,
MBB,iShares MBS ETF,108.0,19116000000.0,,,,,https://old.nasdaq.com/symbol/mbb,
JKI,iShares Morningstar Mid-Cap ETF,158.425,467353750.0,,,,,https://old.nasdaq.com/symbol/jki,
ACWX,iShares MSCI ACWI ex US Index Fund,46.36,3949872000.0,,,,,https://old.nasdaq.com/symbol/acwx,
ACWI,iShares MSCI ACWI Index Fund,73.97,10488946000.0,,,,,https://old.nasdaq.com/symbol/acwi,
AAXJ,iShares MSCI All Country Asia ex Japan Index Fund,67.69,3722950000.0,,,,,https://old.nasdaq.com/symbol/aaxj,
EWZS,iShares MSCI Brazil Small-Cap ETF,17.41,117517500.0,,,,,https://old.nasdaq.com/symbol/ewzs,
MCHI,iShares MSCI China ETF,58.01,3793854000.0,,,,,https://old.nasdaq.com/symbol/mchi,
SCZ,iShares MSCI EAFE Small-Cap ETF,57.95,9434260000.0,,,,,https://old.nasdaq.com/symbol/scz,
EEMA,iShares MSCI Emerging Markets Asia ETF,65.22,436974000.0,,,,,https://old.nasdaq.com/symbol/eema,
EMXC,iShares MSCI Emerging Markets ex China ETF,48.48,29088000.0,,,,,https://old.nasdaq.com/symbol/emxc,
EUFN,iShares MSCI Europe Financials Sector Index Fund,17.94,609960000.0,,,,,https://old.nasdaq.com/symbol/eufn,
IEUS,iShares MSCI Europe Small-Cap ETF,49.86,129636000.0,,,,,https://old.nasdaq.com/symbol/ieus,
RING,iShares MSCI Global Gold Miners ETF,21.69,311251500.0,,,,,https://old.nasdaq.com/symbol/ring,
SDG,iShares MSCI Global Impact ETF,59.17,62128500.0,,,,,https://old.nasdaq.com/symbol/sdg,
EWJE,iShares MSCI Japan Equal Weighted ETF,34.91,6982000.0,,,,,https://old.nasdaq.com/symbol/ewje,
EWJV,iShares MSCI Japan Value ETF,24.9352,7480560.0,,,,,https://old.nasdaq.com/symbol/ewjv,
ENZL,iShares MSCI New Zealand ETF,52.72,166068000.0,,,,,https://old.nasdaq.com/symbol/enzl,
QAT,iShares MSCI Qatar ETF,17.8509,53552700.0,,,,,https://old.nasdaq.com/symbol/qat,
TUR,iShares MSCI Turkey ETF,23.88,321186000.0,,,,,https://old.nasdaq.com/symbol/tur,
UAE,iShares MSCI UAE ETF,14.12,45890000.0,,,,,https://old.nasdaq.com/symbol/uae,
IBB,iShares Nasdaq Biotechnology Index Fund,100.24,6520612000.0,,,,,https://old.nasdaq.com/symbol/ibb,
SOXX,iShares PHLX SOX Semiconductor Sector Index Fund,216.05,1825622500.0,,,,,https://old.nasdaq.com/symbol/soxx,
PFF,iShares Preferred and Income Securities ETF,37.36,16550480000.0,,,,,https://old.nasdaq.com/symbol/pff,
AMCA,iShares Russell 1000 Pure U.S. Revenue ETF,28.74,5748000.0,,,,,https://old.nasdaq.com/symbol/amca,
EMIF,iShares S&P Emerging Markets Infrastructure Index Fund,29.041999999999998,23233600.0,,,,,https://old.nasdaq.com/symbol/emif,
ICLN,iShares S&P Global Clean Energy Index Fund,11.04,381984000.0,,,,,https://old.nasdaq.com/symbol/icln,
WOOD,iShares S&P Global Timber & Forestry Index Fund,59.62,221786400.0,,,,,https://old.nasdaq.com/symbol/wood,
INDY,iShares S&P India Nifty 50 Index Fund,36.04,737018000.0,,,,,https://old.nasdaq.com/symbol/indy,
IJT,iShares S&P Small-Cap 600 Growth ETF,177.1,5082770000.0,,,,,https://old.nasdaq.com/symbol/ijt,
DVY,iShares Select Dividend ETF,100.8,17594640000.0,,,,,https://old.nasdaq.com/symbol/dvy,
SHV,iShares Short Treasury Bond ETF,110.56,21327024000.0,,,,,https://old.nasdaq.com/symbol/shv,
IGSB,iShares Short-Term Corporate Bond ETF,53.59,12979498000.0,,,,,https://old.nasdaq.com/symbol/igsb,
ISRL,"Isramco, Inc.",122.03,331634585.44,,1983.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/isrl,
ITMR,Itamar Medical Ltd.,8.21,14447169.84,1759704.0,,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/itmr,
ITI,"Iteris, Inc.",5.08,205691018.64,,,Capital Goods,Telecommunications Equipment,https://old.nasdaq.com/symbol/iti,
ITRM,Iterum Therapeutics plc,4.33,62457755.92,,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/itrm,
ITRI,"Itron, Inc.",74.68,2946767874.6,,1993.0,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/itri,
ITRN,Ituran Location and Control Ltd.,24.2,509195442.8,,2005.0,Technology,Electronic Components,https://old.nasdaq.com/symbol/itrn,
ISEE,"IVERIC bio, Inc.",1.0,41477420.0,,2013.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/isee,
IZEA,"IZEA Worldwide, Inc.",0.259,8938989.766,,,Consumer Services,Advertising,https://old.nasdaq.com/symbol/izea,
JJSF,J & J Snack Foods Corp.,192.59,3628569701.36,,1986.0,Consumer Non-Durables,Specialty Foods,https://old.nasdaq.com/symbol/jjsf,
MAYS,"J. W. Mays, Inc.",34.0,68536520.0,,,Consumer Services,Building operators,https://old.nasdaq.com/symbol/mays,
JBHT,"J.B. Hunt Transport Services, Inc.",110.35,11781864800.75,,,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/jbht,
JCOM,"j2 Global, Inc.",95.57,4675021964.78,,1999.0,Technology,Telecommunications Equipment,https://old.nasdaq.com/symbol/jcom,
JKHY,"Jack Henry & Associates, Inc.",142.1,10941743624.7,,1985.0,Technology,EDP Services,https://old.nasdaq.com/symbol/jkhy,
JACK,Jack In The Box Inc.,91.25,2356482887.5,,,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/jack,
JAGX,"Jaguar Health, Inc.",0.703,4289242.02,,2015.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/jagx,
JAKK,"JAKKS Pacific, Inc.",0.7613,26847301.5975,,1996.0,Consumer Non-Durables,Recreational Products/Toys,https://old.nasdaq.com/symbol/jakk,
JRVR,"James River Group Holdings, Ltd.",37.92,1151883516.0,,2014.0,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/jrvr,
JAN,JanOne Inc.,2.26,3829716.9,,,Consumer Services,Home Furnishings,https://old.nasdaq.com/symbol/jan,
JSML,Janus Henderson Small Cap Growth Alpha ETF,42.04,35818080.0,,,,,https://old.nasdaq.com/symbol/jsml,
JSMD,Janus Henderson Small/Mid Cap Growth Alpha ETF,43.73,96293416.27,,,,,https://old.nasdaq.com/symbol/jsmd,
JASN,"Jason Industries, Inc.",0.2879,8095391.004,,2013.0,Consumer Durables,Miscellaneous manufacturing industries,https://old.nasdaq.com/symbol/jasn,
JAZZ,Jazz Pharmaceuticals plc,118.67,6719230565.13,,2007.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/jazz,
JD,"JD.com, Inc.",29.71,27488653920.67,925232377.0,2014.0,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/jd,
JRSH,"Jerash Holdings (US), Inc.",7.05,79841250.0,,2018.0,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/jrsh,
JBLU,JetBlue Airways Corporation,16.85,4890997787.35,,2002.0,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/jblu,
JCTCF,Jewett-Cameron Trading Company,7.6723,30386435.6974,,,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/jctcf,
JFIN,Jiayin Group Inc.,11.42,45965500.0,4025000.0,2019.0,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/jfin,
JMU,JMU Limited,1.01,3276495.55,3244055.0,2015.0,Technology,EDP Services,https://old.nasdaq.com/symbol/jmu,
JBSS,"John B. Sanfilippo & Son, Inc.",92.66,1055298439.12,,1991.0,Consumer Non-Durables,Specialty Foods,https://old.nasdaq.com/symbol/jbss,
JOUT,Johnson Outdoors Inc.,60.19,604913171.59,,,Consumer Non-Durables,Recreational Products/Toys,https://old.nasdaq.com/symbol/jout,
JNCE,"Jounce Therapeutics, Inc.",3.26,107520136.62,,2017.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/jnce,
KALU,Kaiser Aluminum Corporation,99.65,1594703434.25,,,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/kalu,
KXIN,Kaixin Auto Holdings,1.6562,101612605.0758,,2017.0,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/kxin,
KALA,"Kala Pharmaceuticals, Inc.",3.45,117322876.95,,2017.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/kala,
KLDO,"Kaleido Biosciences, Inc.",6.46,192719196.78,,2019.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/kldo,
KALV,"KalVista Pharmaceuticals, Inc.",11.0,195970423.0,,2015.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/kalv,
KMDA,Kamada Ltd.,5.1,205504897.8,,2013.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/kmda,
KNDI,"Kandi Technologies Group, Inc.",4.71,248779567.11,,,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/kndi,
KRAT,Karat Packaging Inc.,,0.0,,,,,https://old.nasdaq.com/symbol/krat,
KRTX,"Karuna Therapeutics, Inc.",12.34,288913384.36,,2019.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/krtx,
KPTI,Karyopharm Therapeutics Inc.,10.2,631589273.4,,2013.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/kpti,
KZIA,Kazia Therapeutics Limited,3.2505,5480284.491,1685982.0,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/kzia,
KBLM,KBL Merger Corp. IV,10.51,85847939.65,,2017.0,Finance,Business Services,https://old.nasdaq.com/symbol/kblm,
KBLMR,KBL Merger Corp. IV,0.222,0.0,,2017.0,Finance,Business Services,https://old.nasdaq.com/symbol/kblmr,
KBLMU,KBL Merger Corp. IV,10.9832,0.0,,2017.0,Finance,Business Services,https://old.nasdaq.com/symbol/kblmu,
KBLMW,KBL Merger Corp. IV,0.07,0.0,,2017.0,Finance,Business Services,https://old.nasdaq.com/symbol/kblmw,
KBSF,KBS Fashion Group Limited,2.22,5752683.78,,2013.0,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/kbsf,
KRNY,Kearny Financial,13.2,1156302892.8,,,Finance,Savings Institutions,https://old.nasdaq.com/symbol/krny,
KELYA,"Kelly Services, Inc.",22.76,889680115.36,,,Technology,Professional Services,https://old.nasdaq.com/symbol/kelya,
KELYB,"Kelly Services, Inc.",26.46,1034311768.56,,,Technology,Professional Services,https://old.nasdaq.com/symbol/kelyb,
KMPH,"KemPharm, Inc.",0.6613,19877714.4859,,2015.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/kmph,
KFFB,Kentucky First Federal Bancorp,7.3753,61736534.3395,,,Finance,Savings Institutions,https://old.nasdaq.com/symbol/kffb,
KEQU,Kewaunee Scientific Corporation,15.6,42902230.8,,,Capital Goods,Medical Specialities,https://old.nasdaq.com/symbol/kequ,
KTCC,Key Tronic Corporation,5.8873,63345464.063999996,,1983.0,Technology,Computer peripheral equipment,https://old.nasdaq.com/symbol/ktcc,
KZR,"Kezar Life Sciences, Inc.",3.22,61623216.9,,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/kzr,
KFRC,"Kforce, Inc.",37.49,909323174.14,,1995.0,Technology,Professional Services,https://old.nasdaq.com/symbol/kfrc,
KE,"Kimball Electronics, Inc.",14.76,377864354.16,,,Technology,Electrical Products,https://old.nasdaq.com/symbol/ke,
KBAL,"Kimball International, Inc.",19.34,714356977.08,,,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/kbal,
KIN,"Kindred Biosciences, Inc.",6.53,255068336.53,,2013.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/kin,
KGJI,Kingold Jewelry Inc.,0.59,39006966.18,,,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/kgji,
KINS,"Kingstone Companies, Inc",8.63,92992996.5,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/kins,
KNSA,"Kiniksa Pharmaceuticals, Ltd.",6.37,349443498.04,,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/knsa,
KNSL,"Kinsale Capital Group, Inc.",104.8,2317397860.0,,2016.0,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/knsl,
KIRK,"Kirkland&#39;s, Inc.",1.34,18612892.12,,2002.0,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/kirk,
KTOV,Kitov Pharma Ltd.,0.72,9947301.84,13815697.0,2015.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ktov,
KTOVW,Kitov Pharma Ltd.,0.085,0.0,,2015.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ktovw,
KLAC,KLA Corporation ,160.22,25388910456.88,,1980.0,Capital Goods,Electronic Components,https://old.nasdaq.com/symbol/klac,
KLXE,"KLX Energy Services Holdings, Inc. ",8.61,203237904.87,,,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/klxe,
KOD,Kodiak Sciences Inc,18.2,672146766.2,,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/kod,
KOPN,Kopin Corporation,0.546,45911132.904,,1992.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/kopn,
KRNT,Kornit Digital Ltd.,31.47,1270603673.19,,2015.0,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/krnt,
KOSS,Koss Corporation,1.9491,14432756.1021,,,Consumer Non-Durables,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/koss,
KWEB,KraneShares Trust KraneShares CSI China Internet ETF,42.99,146166000.0,,,,,https://old.nasdaq.com/symbol/kweb,
KTOS,"Kratos Defense & Security Solutions, Inc.",18.82,1996889362.44,,,Capital Goods,Military/Government/Technical,https://old.nasdaq.com/symbol/ktos,
KRYS,"Krystal Biotech, Inc.",37.41,647207589.9,,2017.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/krys,
KLIC,"Kulicke and Soffa Industries, Inc.",23.45,1486913848.0,,,Technology,Semiconductors,https://old.nasdaq.com/symbol/klic,
KURA,"Kura Oncology, Inc.",13.84,625774492.8,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/kura,
KRUS,"Kura Sushi USA, Inc.",18.23,144017911.5,,2019.0,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/krus,
KVHI,"KVH Industries, Inc.",9.81,176851550.61,,1996.0,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/kvhi,
FSTR,L.B. Foster Company,19.88,210473357.08,,,Basic Industries,Metal Fabrications,https://old.nasdaq.com/symbol/fstr,
LJPC,La Jolla Pharmaceutical Company,8.395,227848417.965,,1994.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/ljpc,
LSBK,"Lake Shore Bancorp, Inc.",15.0,89224350.0,,,Finance,Savings Institutions,https://old.nasdaq.com/symbol/lsbk,
LBAI,"Lakeland Bancorp, Inc.",15.31,772989054.91,,,Finance,Major Banks,https://old.nasdaq.com/symbol/lbai,
LKFN,Lakeland Financial Corporation,43.26,1108451672.16,,,Finance,Major Banks,https://old.nasdaq.com/symbol/lkfn,
LAKE,"Lakeland Industries, Inc.",11.2841,90325158.22399999,,1986.0,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/lake,
LRCX,Lam Research Corporation,237.09,34338703729.05,,1984.0,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/lrcx,
LAMR,Lamar Advertising Company,81.96,8226862038.0,,1996.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/lamr,
LANC,Lancaster Colony Corporation,139.39,3832109880.0,,,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/lanc,
LCA,"Landcadia Holdings II, Inc.",9.82,388196875.0,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/lca,
LCAHU,"Landcadia Holdings II, Inc.",10.08,252000000.0,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/lcahu,
LCAHW,"Landcadia Holdings II, Inc.",0.71,0.0,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/lcahw,
